11,30,27,18,26,11
30,11,23,20,29,11
11,30,23,21,27,11
11,30,27,18,26,11
11,30,27,21,26,11
11,30,25,21,29,11
30,20,23,11,25,11
11,30,27,18,26,11
11,26,25,30,18,11
11,30,27,18,26,11
11,30,18,27,29,11
11,30,18,27,26,11
11,30,21,26,18,11
11,30,27,26,18,11
11,30,27,18,26,11
11,30,21,25,12,11
11,30,27,18,26,11
11,30,27,26,21,11
11,30,27,18,26,11
10,9,5,13,17,10
10,9,16,7,5,10
10,7,5,16,9,10
10,5,9,16,7,10
10,9,5,17,7,10
10,9,5,7,17,10
10,9,17,16,5,10
10,9,16,17,5,10
10,9,16,17,7,10
10,9,16,17,42,10
10,9,17,13,16,10
10,9,17,16,5,10
10,5,7,9,16,10
10,9,5,17,16,10
10,9,5,13,2,10
10,16,9,5,7,10
10,9,5,16,17,10
10,9,17,5,13,10
10,17,9,16,12,10
26,18,22,25,24,26
26,18,27,11,25,26
26,18,27,11,24,26
18,26,11,27,24,26
26,18,27,24,22,26
26,18,27,24,11,26
26,22,18,24,25,26
26,18,27,11,24,26
26,27,18,11,24,26
26,18,25,27,22,26
26,18,27,25,11,26
26,18,27,11,24,26
26,18,25,27,11,26
26,18,27,11,24,26
26,18,27,24,22,26
26,18,27,11,24,26
26,18,27,11,24,26
26,18,27,11,24,26
26,18,27,11,24,26
21,31,23,19,30,21
21,31,19,23,24,21
21,31,30,19,23,21
21,19,31,23,25,21
21,31,19,23,27,21
21,31,19,23,11,21
21,31,19,23,25,21
21,31,19,23,11,21
21,31,23,19,11,21
21,31,23,19,11,21
21,11,30,24,31,21
21,24,19,23,31,21
21,31,19,23,25,21
21,31,19,23,24,21
21,23,19,31,24,21
21,31,19,23,30,21
21,31,23,19,30,21
21,31,19,23,11,21
21,23,11,30,24,21
9,16,10,15,8,9
9,15,10,8,16,9
9,16,10,8,3,9
9,10,16,41,15,9
9,16,10,15,41,9
9,10,16,15,41,9
9,16,10,8,17,9
9,16,15,10,8,9
9,16,10,17,8,9
9,16,10,15,41,9
9,10,16,17,7,9
9,16,10,15,41,9
9,10,16,8,15,9
9,16,10,15,17,9
9,16,10,15,41,9
9,16,10,15,8,9
9,16,15,10,3,9
9,10,16,15,41,9
9,16,10,15,8,9
31,21,19,23,29,31
31,23,29,19,21,31
31,19,23,21,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,23,19,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,23,19,29,31
31,21,19,23,29,31
31,21,19,23,29,31
31,21,10,19,29,31
31,21,19,23,29,31
31,21,19,25,23,31
25,22,29,30,24,25
25,26,22,24,11,25
25,31,21,20,11,25
25,26,22,20,11,25
25,22,30,24,11,25
25,21,31,22,30,25
25,20,21,11,30,25
25,26,20,22,11,25
25,22,30,24,11,25
25,22,24,30,20,25
25,31,21,20,22,25
25,24,30,22,18,25
25,24,30,21,22,25
25,30,21,22,31,25
25,21,22,11,20,25
25,22,18,24,30,25
25,20,21,11,30,25
25,30,24,11,20,25
25,20,26,11,30,25
6,42,32,41,1,6
6,42,5,32,1,6
6,5,42,1,39,6
6,32,42,41,1,6
5,7,6,8,30,6
6,42,32,41,5,6
6,40,5,1,2,6
6,42,5,32,1,6
6,42,5,32,1,6
6,42,5,1,32,6
6,42,32,5,1,6
6,5,42,1,32,6
6,32,42,1,5,6
6,5,1,40,2,6
6,32,42,1,41,6
6,42,1,32,41,6
6,42,32,5,1,6
6,40,32,42,39,6
6,42,32,1,41,6
28,29,30,20,18,28
28,29,20,30,27,28
28,30,29,20,22,28
28,29,3,16,9,28
28,30,29,20,11,28
28,23,20,29,22,28
28,29,30,11,20,28
28,29,27,20,30,28
28,29,30,11,27,28
28,30,27,29,18,28
30,28,20,18,29,28
28,29,11,30,3,28
28,29,30,20,22,28
28,29,30,20,27,28
28,29,30,20,18,28
28,1,20,3,29,28
28,29,20,30,22,28
28,29,30,22,20,28
28,20,29,18,30,28
23,19,31,20,29,23
23,19,20,22,29,23
23,19,31,21,29,23
23,19,20,31,29,23
23,20,19,31,30,23
23,19,31,21,29,23
23,19,20,31,29,23
23,19,31,29,20,23
23,19,21,20,31,23
23,29,20,19,31,23
23,20,29,30,22,23
23,19,20,31,29,23
23,30,29,31,20,23
23,22,20,29,19,23
23,19,20,31,29,23
23,20,30,29,31,23
23,19,20,29,22,23
23,31,19,20,21,23
23,19,20,31,21,23
1,2,4,0,5,1
1,0,2,4,5,1
1,0,2,4,5,1
1,0,5,8,7,1
1,0,2,4,8,1
1,0,2,4,5,1
1,0,2,4,5,1
1,2,0,5,4,1
1,2,0,4,5,1
1,0,4,2,5,1
1,2,0,5,4,1
1,2,0,4,5,1
1,2,0,4,5,1
1,2,0,4,5,1
1,4,2,0,15,1
1,0,2,4,5,1
1,2,0,4,5,1
1,2,0,4,5,1
1,0,2,5,4,1
35,34,33,37,36,35
35,34,33,37,36,35
35,34,36,33,37,35
35,34,33,36,37,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,36,37,33,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,37,12,33,35
35,34,36,33,37,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,33,37,36,35
35,34,37,33,36,35
0,1,4,8,7,0
0,1,8,4,7,0
0,1,8,4,7,0
0,1,8,4,7,0
0,4,8,1,7,0
0,1,8,4,7,0
8,0,7,1,4,0
0,1,4,8,7,0
4,1,0,8,2,0
8,0,7,1,4,0
0,8,4,1,7,0
0,1,8,4,7,0
8,0,7,1,4,0
0,8,1,4,7,0
0,1,4,8,7,0
0,8,4,1,7,0
0,8,1,4,7,0
0,8,1,4,7,0
0,1,8,4,7,0
5,7,8,2,3,5
5,7,10,3,2,5
5,2,3,1,7,5
5,3,7,2,8,5
5,3,2,7,1,5
5,7,2,10,1,5
5,8,2,3,7,5
7,5,8,4,2,5
5,8,7,3,2,5
5,7,8,3,2,5
5,7,2,8,1,5
5,2,3,8,7,5
5,7,2,8,3,5
5,2,1,7,3,5
5,8,2,3,7,5
5,8,7,4,2,5
5,2,1,7,3,5
5,8,7,2,3,5
5,7,8,38,2,5
12,10,26,11,13,12
12,10,14,17,11,12
12,10,26,15,14,12
12,10,26,13,17,12
12,26,10,13,15,12
12,10,26,11,14,12
12,42,10,6,32,12
12,10,15,11,14,12
12,10,15,14,26,12
12,10,14,13,15,12
12,10,14,15,11,12
12,10,11,14,26,12
12,10,26,14,11,12
12,10,25,42,11,12
12,26,10,11,15,12
12,26,13,10,38,12
12,10,15,14,26,12
12,10,14,17,11,12
12,14,10,15,11,12
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,10,12,29,17
17,14,12,10,29,17
17,14,10,12,9,17
17,14,10,12,16,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,10,12,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,12,10,29,17
17,14,9,10,12,17
2,1,5,4,3,2
2,1,15,4,0,2
2,5,1,4,3,2
2,1,4,15,0,2
2,1,5,4,3,2
2,5,3,1,8,2
2,5,3,1,8,2
2,5,3,1,4,2
2,1,5,4,3,2
2,1,5,4,3,2
2,5,1,3,4,2
2,5,1,3,7,2
2,5,1,4,3,2
2,5,3,1,4,2
2,5,1,3,4,2
2,5,1,3,4,2
2,5,1,3,4,2
2,1,5,3,4,2
2,5,1,3,4,2
20,23,30,31,19,20
20,36,23,25,41,20
20,23,25,24,27,20
20,30,23,28,18,20
20,23,28,30,36,20
20,23,25,28,31,20
20,23,30,28,18,20
20,23,30,31,28,20
20,25,23,30,11,20
20,23,31,25,30,20
20,28,18,27,30,20
20,28,30,23,22,20
20,23,25,30,22,20
