29,28,22,24,23,29
32,41,6,13,42,32
28,29,0,23,24,28
26,18,27,25,22,26
5,3,2,1,4,5
1,0,24,25,26,1
29,28,22,23,11,29
39,0,23,24,25,39
42,6,41,33,16,42
29,28,24,22,23,29
8,0,24,25,26,8
20,28,23,30,22,20
34,38,40,16,35,34
10,9,5,8,16,10
7,5,8,4,1,7
35,0,23,24,25,35
17,0,24,25,26,17
7,8,5,0,25,7
3,35,36,33,2,36
28,29,24,0,23,28
14,0,24,25,26,14
31,19,21,10,29,31
11,0,24,25,26,11
29,28,23,22,31,29
4,1,0,24,25,4
32,41,6,13,39,32
26,18,25,27,12,26
6,42,32,12,3,6
26,18,0,24,25,26
0,8,1,4,3,0
12,0,24,25,26,12
36,35,33,20,37,36
19,23,21,31,29,19
8,7,0,24,25,8
39,38,33,0,23,39
10,24,25,26,27,10
16,9,5,7,8,16
42,41,13,7,6,42
12,0,24,25,26,12
37,35,0,23,24,37
32,41,6,12,39,32
14,0,24,25,26,14
5,3,2,1,0,5
3,5,2,29,1,3
39,33,40,0,23,39
6,0,24,25,26,6
22,29,25,26,0,22
33,39,0,23,24,33
16,9,40,7,0,16
33,39,37,35,0,33
14,0,24,25,26,14
37,18,40,35,31,37
37,35,0,23,24,37
25,20,21,24,11,25
1,0,24,25,26,1
20,22,28,17,23,20
39,38,33,40,37,39
5,3,2,7,8,5
14,0,24,25,26,14
34,38,36,35,0,34
39,33,38,0,23,39
22,0,23,24,25,22
13,0,24,25,26,13
10,9,12,11,5,10
1,0,24,25,26,1
24,27,21,18,26,24
17,0,24,25,26,17
10,5,31,9,8,10
14,0,24,25,26,14
37,35,0,23,24,37
28,29,24,11,30,28
30,11,29,23,21,30
39,0,23,24,25,39
1,0,24,25,26,1
30,11,23,29,21,30
42,6,41,33,10,42
10,24,25,26,27,10
4,0,24,25,26,4
15,9,8,5,7,15
36,0,23,24,25,36
27,11,24,28,30,27
4,0,24,25,26,4
6,42,24,25,26,6
8,0,24,25,26,8
0,4,8,1,25,0
14,0,24,25,26,14
21,31,24,19,11,21
14,0,24,25,26,14
42,41,6,33,40,42
12,0,24,25,26,12
31,21,39,23,24,31
33,39,35,37,40,33
3,5,2,28,25,3
42,41,38,40,32,42
24,21,18,27,31,24
37,35,0,23,24,37
26,18,27,25,0,26
41,42,32,13,6,41
37,35,0,23,24,37
34,35,38,0,23,34
41,9,32,23,42,41
40,34,35,0,23,40
7,8,4,5,1,7
5,3,2,7,1,5
28,24,29,0,23,28
37,35,39,33,0,37
18,26,0,24,25,18
19,23,21,31,29,19
30,11,23,20,29,30
14,0,24,25,26,14
39,0,23,24,25,39
10,24,25,26,27,10
3,2,5,0,25,3
19,21,31,24,23,19
37,35,0,23,24,37
15,0,24,25,26,15
10,24,25,26,27,10
25,0,23,24,26,25
41,32,42,13,38,41
0,4,8,1,25,0
42,41,6,39,23,42
