9,10,15,16,2,9
28,29,24,11,25,28
36,35,38,40,33,36
13,0,24,25,26,13
19,23,21,24,31,19
22,29,23,25,9,22
39,40,38,37,16,39
7,1,5,8,4,7
3,5,2,1,8,3
35,33,36,34,40,35
22,29,23,25,9,22
16,9,1,5,15,16
35,36,33,34,40,35
22,29,23,25,9,22
11,30,27,21,25,11
16,9,1,5,15,16
33,39,35,36,40,33
11,30,27,25,28,11
11,30,27,12,21,11
40,38,37,39,36,40
26,18,22,12,25,26
31,21,23,29,19,31
34,35,38,36,40,34
35,33,36,34,37,35
41,32,42,16,40,41
23,29,19,30,20,23
40,38,37,39,36,40
14,17,1,3,29,14
29,28,23,11,1,17
22,23,29,25,19,22
32,41,13,42,6,32
35,33,36,0,23,35
3,5,2,1,8,3
38,34,36,39,40,38
5,2,1,7,3,5
20,28,23,25,11,20
37,35,40,39,38,37
29,23,28,30,22,29
5,7,2,1,3,5
14,17,1,29,3,14
18,26,27,11,25,18
5,2,1,7,3,5
36,35,38,33,40,36
22,29,23,25,9,22
22,29,23,25,9,22
20,23,10,28,5,20
40,37,38,39,36,40
31,21,23,29,19,31
28,29,24,25,30,28
10,9,5,7,15,10
39,40,38,37,16,39
23,29,19,30,20,23
13,15,2,9,0,13
0,1,8,4,5,0
5,2,3,7,1,5
27,24,18,11,21,27
24,27,19,25,28,24
29,23,22,28,30,29
6,40,42,32,7,6
25,20,24,29,28,25
15,9,1,16,2,15
34,35,38,36,40,34
14,1,17,29,28,14
12,13,14,38,0,12
40,39,38,37,36,40
27,24,11,18,28,27
28,29,24,11,30,28
21,19,23,31,24,21
18,26,27,11,25,18
7,1,5,8,4,7
10,9,5,7,15,10
18,26,27,11,21,18
42,41,6,32,33,42
13,0,24,25,26,13
30,11,23,29,28,30
4,1,0,8,2,4
2,5,1,3,7,2
22,29,23,25,9,22
28,29,24,11,30,28
30,23,29,11,28,30
18,26,27,11,25,18
26,18,22,12,25,26
10,9,5,7,15,10
17,14,10,9,13,17
2,5,1,3,7,2
13,2,15,9,3,13
39,40,38,37,6,39
27,24,11,18,28,27
32,41,13,3,18,32
38,0,23,24,25,38
8,7,5,0,4,8
24,19,25,28,27,24
5,2,7,1,3,5
6,32,42,40,7,6
0,1,8,4,5,0
27,24,11,18,25,27
29,23,22,28,30,29
13,0,24,25,26,13
6,42,32,40,7,6
19,23,4,21,31,19
40,38,37,36,39,40
3,5,2,1,8,3
36,35,38,40,33,36
11,30,27,26,12,11
34,35,38,36,40,34
23,29,19,30,20,23
4,1,0,8,15,4
42,10,41,13,6,42
5,2,7,1,3,5
33,39,35,36,40,33
15,4,1,2,9,15
26,18,22,12,25,26
40,37,38,36,39,40
40,37,38,39,36,40
0,1,8,4,5,0
42,41,6,32,33,42
9,10,16,15,2,9
10,9,5,7,15,10
8,7,5,0,4,8
12,0,24,25,26,12
22,29,23,25,9,22
39,40,38,37,16,39
12,0,24,25,26,12
24,19,27,25,28,24
34,35,38,40,36,34
15,1,2,4,9,15
6,40,32,42,1,6
19,23,21,31,4,19
18,26,27,11,24,18
21,31,11,19,24,21
24,19,25,28,29,24
19,23,21,31,24,19
26,18,22,25,12,26
4,1,0,8,15,4
41,42,32,6,33,41
40,38,39,33,6,40
37,40,35,39,38,37
25,24,20,29,28,25
40,38,37,39,36,40
26,18,22,12,25,26
40,38,37,39,36,40
23,29,19,20,30,23
31,21,23,29,19,31
34,35,38,36,40,34
21,31,23,19,29,21
13,0,24,25,26,13
29,23,28,30,22,29
3,5,1,2,29,3
4,1,0,8,15,4
25,20,24,28,29,25
28,29,24,11,30,28
9,16,10,15,2,9
29,23,22,28,30,29
29,28,23,30,25,29
1,0,2,5,4,1
18,26,27,11,25,18
31,21,23,29,19,31
35,36,33,34,40,35
17,14,10,12,9,17
17,14,10,9,13,17
16,9,1,5,15,16
0,1,8,4,5,0
26,18,22,12,25,26
3,5,2,1,15,3
7,1,5,8,2,7
32,41,13,15,3,32
17,14,10,9,13,17
11,30,27,21,25,11
35,36,33,34,40,35
18,26,27,11,25,18
9,10,15,16,2,9
20,23,28,10,5,20
33,39,35,36,40,33
24,28,27,25,19,24
26,18,22,12,25,26
4,1,0,8,15,4
16,9,1,5,15,16
12,0,24,25,26,12
23,29,19,30,20,23
2,5,1,3,7,2
32,41,42,6,13,32
0,1,8,4,5,0
6,40,42,7,1,6
11,30,21,28,29,11
35,36,33,34,40,35
25,24,22,20,29,25
35,36,33,34,40,35
22,29,23,25,19,22
15,1,2,3,7,15
30,29,11,28,23,30
13,15,2,9,0,13
40,38,37,39,36,40
15,4,1,2,9,15
2,5,1,3,4,2
6,32,42,40,7,6
27,24,18,11,28,27
30,29,23,28,11,30
34,35,38,36,40,34
0,8,1,4,7,8
16,9,1,5,15,16
23,29,30,19,20,23
6,40,32,42,1,6
42,6,41,13,10,42
23,29,30,19,20,23
7,5,1,8,2,7
30,28,29,11,23,30
